timestamp,batt_temp_c,aoss-0_c,cpuss-0_c,cpu-1-5_c,cpu-1-6_c,cpu-1-7_c,cpu-1-8_c,cpu-1-9_c,cpu-1-10_c,aoss-1_c,cpu-0-0_c,cpu-0-1_c,cpu-0-2_c,cpuss-1_c,nspss-0_c,nspss-1_c,nspss-2_c,nspss-3_c,video_c,ddr_c,mdmss-0_c,mdmss-1_c,mdmss-2_c,mdmss-3_c,cpuss-2_c,camera-0_c,camera-1_c,aoss-2_c,gpuss-0_c,gpuss-1_c,gpuss-2_c,gpuss-3_c,gpuss-4_c,gpuss-5_c,gpuss-6_c,cpuss-3_c,gpuss-7_c,pa_c,pa1_c,bcl_warn_c,sdr0_pa_c,sdr0_c,sdr1_pa_c,sdr1_c,mmw0_c,mmw1_c,cpu-1-0_c,mmw2_c,mmw3_c,mmw_pa1_c,mmw_pa2_c,mmw_pa3_c,mmw_ific0_c,epm0_c,epm1_c,epm2_c,epm3_c,cpu-1-1_c,epm4_c,epm5_c,epm6_c,epm7_c,sdr_mmw_therm_c,sub1_modem_cfg_c,sub1_lte_cc_c,sub1_mcg_fr1_cc_c,sub1_mcg_fr2_cc_c,sub1_scg_fr1_cc_c,cpu-1-2_c,sub1_scg_fr2_cc_c,pm8550_tz_c,pm8550-bcl-lvl0_c,pm8550-bcl-lvl1_c,pm8550-bcl-lvl2_c,pm8550b_tz_c,pm8550b_lite_tz_c,pm8550b-ibat-lvl0_c,pm8550b-ibat-lvl1_c,pm8550b-bcl-lvl0_c,cpu-1-3_c,pm8550b-bcl-lvl1_c,pm8550b-bcl-lvl2_c,socd_c,pm8550ve_f_tz_c,pm8550vs_c_tz_c,pm8550vs_d_tz_c,pm8550vs_e_tz_c,pm8550vs_g_tz_c,pmr735d_k_tz_c,pmr735d_l_tz_c,cpu-1-4_c,pm8010m_tz_c,pm8010n_tz_c,xo-therm_c,ac_c,battery_c,cpu7_freq_khz
1780031242,36.4,44.90,47.70,46.50,44.90,46.50,46.50,45.70,45.70,45.00,48.50,50.50,50.90,48.50,45.00,44.60,43.40,43.80,48.50,45.00,43.80,43.80,43.00,44.20,46.10,44.20,44.20,45.70,45.30,44.90,44.90,44.60,45.30,45.70,44.90,45.30,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.60,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,38.68,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.30,NA,NA,0.01,35.13,39.08,39.95,39.04,39.04,37.00,NA,45.70,NA,NA,40.54,41.20,36.50,864000
1780031254,36.4,43.80,48.50,47.30,45.30,46.10,47.30,45.70,45.30,44.20,50.90,54.10,53.30,49.70,44.20,45.00,43.00,43.40,51.70,44.20,43.00,43.00,42.20,43.40,46.90,44.20,44.20,45.70,44.90,44.60,44.20,44.20,44.90,45.30,44.90,46.10,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,38.71,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.01,35.20,40.35,40.05,39.41,39.91,37.00,NA,48.10,NA,NA,40.52,41.20,36.50,864000
1780031271,36.4,44.20,47.30,45.70,44.20,44.90,45.30,44.90,44.90,44.60,48.90,48.50,48.90,47.30,44.20,44.60,42.60,43.40,47.30,44.20,43.40,43.00,42.60,43.40,45.70,43.40,43.80,44.90,44.60,44.60,44.20,43.80,44.60,44.90,44.60,44.90,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.20,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,38.68,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.90,NA,NA,0.01,34.96,39.24,39.78,38.91,39.11,37.00,NA,47.30,NA,NA,40.59,41.30,36.50,864000
1780031283,36.4,44.90,49.70,47.30,46.10,46.90,47.30,46.50,46.50,45.00,51.30,53.30,53.70,51.30,45.30,46.10,43.40,44.60,51.30,45.70,44.20,43.40,43.40,45.00,48.10,45.00,45.70,46.50,45.70,45.30,45.30,44.60,46.10,46.10,45.30,47.70,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,38.94,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.01,35.63,40.48,40.42,39.85,40.35,37.00,NA,48.10,NA,NA,40.66,41.30,36.50,864000
1780031300,36.4,43.00,47.30,45.30,43.80,44.60,45.70,44.90,44.90,43.40,48.50,49.30,49.70,47.70,44.20,44.20,42.60,42.60,49.70,44.20,43.00,43.00,42.60,43.40,46.50,43.80,43.80,44.90,44.90,44.20,44.60,43.80,45.30,45.30,44.60,46.50,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,38.71,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.01,35.03,40.65,39.88,38.81,39.68,37.00,NA,47.70,NA,NA,40.64,40.70,36.60,864000
1780031316,36.4,45.30,50.10,48.10,46.50,47.70,48.50,47.30,47.70,45.70,53.30,54.10,53.70,51.30,45.70,46.10,44.20,44.60,51.70,46.10,45.00,44.20,43.40,45.00,48.50,45.00,45.30,46.50,45.70,45.70,45.70,44.90,45.70,46.10,45.30,46.50,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,39.01,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.70,NA,NA,0.01,35.43,39.65,40.25,39.21,39.58,37.00,NA,45.70,NA,NA,40.73,40.70,36.60,864000
1780031329,36.4,43.80,48.10,46.90,45.70,45.70,46.50,45.70,45.70,44.20,51.70,54.50,53.70,50.10,44.60,45.30,43.00,43.40,50.90,45.00,43.80,42.60,42.60,43.40,47.70,43.40,45.00,45.30,44.90,44.60,44.20,44.20,45.70,45.30,44.90,46.50,44.60,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,38.78,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.26,40.45,40.08,39.41,39.91,37.00,NA,48.10,NA,NA,40.70,40.70,36.70,864000
1780031346,36.4,44.90,47.30,46.90,44.90,45.30,46.50,45.70,45.70,44.60,48.90,49.30,49.30,48.10,44.60,44.60,43.00,44.20,49.70,44.60,43.80,43.80,43.00,43.80,45.70,44.20,43.80,45.30,45.30,44.90,44.60,43.80,45.30,45.30,45.30,44.60,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.60,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,38.81,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.70,NA,NA,0.01,35.23,39.48,40.05,39.04,39.34,37.00,NA,46.10,NA,NA,40.77,40.70,36.70,864000
1780031357,36.4,44.60,48.90,46.90,46.10,46.50,47.30,46.50,46.10,45.30,51.70,53.30,52.90,50.50,45.00,45.30,43.40,43.80,51.70,45.30,44.20,43.80,43.40,44.60,48.50,44.60,45.30,46.10,45.70,45.30,44.90,44.60,46.50,46.90,45.70,47.30,46.10,16.77,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.11,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.01,35.73,40.79,40.55,39.78,40.38,37.00,NA,48.90,NA,NA,40.82,41.00,36.80,864000
1780031375,36.4,43.40,46.50,45.30,44.60,44.90,45.30,44.60,44.60,44.20,48.50,49.30,48.50,47.30,43.80,44.20,43.40,43.00,48.50,44.60,43.00,43.00,42.60,43.40,45.30,43.80,43.80,44.60,44.90,44.20,44.20,44.20,45.30,44.90,44.60,46.50,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,38.84,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.70,NA,NA,0.01,35.13,40.25,40.15,39.08,39.91,37.00,NA,47.70,NA,NA,40.83,41.00,36.80,864000
1780031390,36.4,45.70,50.50,48.90,46.50,48.50,48.50,47.70,47.70,46.10,52.50,52.90,52.90,51.30,45.70,46.10,44.60,44.20,51.70,46.50,44.60,44.20,43.80,45.00,49.30,45.30,45.70,46.90,46.50,46.10,45.70,45.30,47.30,46.90,46.10,48.50,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.10,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.01,35.80,39.88,40.55,39.61,40.01,37.00,NA,46.90,NA,NA,40.88,41.60,36.80,864000
1780031404,36.4,44.20,48.50,46.90,45.30,46.90,46.90,45.30,45.70,44.60,52.10,52.90,53.30,50.90,44.60,44.60,43.00,43.40,51.30,44.60,43.40,43.40,42.60,43.80,47.30,44.20,44.60,45.70,44.90,44.90,44.60,44.20,44.90,45.70,44.90,46.90,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,38.81,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.01,35.23,40.05,40.25,39.41,39.91,37.00,NA,48.10,NA,NA,40.83,41.60,36.80,864000
1780031421,36.4,44.90,47.70,46.90,44.90,46.10,46.50,45.30,45.30,45.00,49.70,48.50,50.50,48.50,44.60,45.00,43.40,43.80,48.10,45.00,43.80,43.40,43.00,44.20,46.10,44.20,44.20,45.30,45.30,45.30,45.30,44.60,45.70,45.30,44.90,44.90,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.60,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,38.91,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.70,NA,NA,0.01,35.40,39.91,40.18,39.31,39.28,37.00,NA,45.70,NA,NA,40.91,41.70,36.90,864000
1780031433,36.4,44.60,48.90,47.30,45.70,46.50,46.90,45.70,46.10,44.60,52.10,53.30,53.70,50.90,44.20,45.30,43.00,43.80,51.30,45.00,44.20,43.40,43.00,43.80,48.10,44.20,45.00,46.10,45.30,44.90,44.90,44.60,46.10,45.70,45.30,47.30,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.18,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.67,40.99,40.48,39.91,40.38,37.00,NA,48.50,NA,NA,40.95,41.70,36.90,864000
1780031449,36.4,44.20,46.50,46.10,44.60,45.30,45.70,44.90,44.60,43.80,48.50,48.90,48.50,47.30,43.80,44.60,42.60,43.40,47.70,44.20,43.40,43.40,42.60,43.80,45.70,43.80,44.20,45.30,45.30,44.60,44.20,44.20,44.90,45.30,44.90,45.70,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,38.91,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.50,NA,NA,0.01,35.26,40.48,40.15,39.38,39.55,37.00,NA,46.90,NA,NA,40.97,41.20,36.90,864000
1780031461,36.4,45.30,49.70,47.70,46.10,47.30,47.70,46.90,47.30,45.30,52.50,52.90,53.70,51.70,45.30,46.10,44.20,44.20,51.70,45.30,44.20,44.20,43.80,44.60,48.90,45.00,45.00,46.90,46.10,45.70,45.30,44.90,46.50,46.50,46.10,48.10,46.50,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.31,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.77,40.69,40.62,40.08,40.48,37.00,NA,48.90,NA,NA,40.99,41.20,36.90,864000
1780031478,36.4,44.20,46.50,46.10,44.20,44.90,45.70,44.60,44.90,44.20,49.70,48.50,49.70,47.30,43.40,44.20,43.00,43.00,48.50,44.20,43.00,43.40,42.60,43.40,45.70,43.40,43.80,44.90,44.90,44.60,44.60,44.20,45.30,45.70,44.90,46.90,44.90,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,38.98,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.26,40.69,40.22,39.21,40.08,37.00,NA,47.70,NA,NA,40.96,41.00,37.00,864000
1780031493,36.4,45.70,50.10,48.50,46.50,47.70,48.50,47.30,47.70,45.70,53.30,53.70,53.70,51.70,46.10,46.50,44.20,44.60,52.50,46.50,44.60,45.00,43.40,45.30,49.30,45.70,46.10,46.90,46.10,46.10,45.70,45.30,46.90,47.30,46.50,48.10,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,39.31,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.01,35.77,40.18,40.55,39.68,40.08,37.00,NA,45.70,NA,NA,41.04,41.00,37.00,864000
1780031507,36.4,44.60,48.50,47.70,45.70,46.90,46.90,46.10,45.70,44.60,51.30,54.90,52.50,50.10,44.60,45.30,43.40,43.40,51.30,44.60,43.80,43.00,43.00,43.80,47.30,44.20,44.60,45.70,45.30,44.90,44.90,44.20,45.30,45.70,44.90,46.50,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,38.98,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.01,35.56,40.42,40.32,39.68,40.28,37.00,NA,48.50,NA,NA,40.99,41.00,37.00,864000
1780031524,36.4,44.60,47.70,46.90,45.30,46.10,46.50,45.70,45.70,44.60,49.70,50.10,51.30,48.10,45.00,45.30,43.40,43.80,47.70,45.00,44.20,43.80,43.00,44.20,46.50,44.60,44.60,45.70,45.70,45.30,44.90,44.90,44.90,45.30,45.30,45.30,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,39.08,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.01,35.60,40.08,40.38,39.45,39.75,37.00,NA,46.50,NA,NA,41.08,41.00,37.00,864000
1780031536,36.4,44.90,49.70,48.10,46.10,47.30,48.10,46.90,46.90,45.30,52.50,52.90,53.30,50.90,45.70,46.10,43.40,44.60,52.10,46.10,44.60,43.80,43.80,44.60,48.90,45.30,45.70,46.90,46.10,45.70,45.70,44.90,47.30,46.90,46.10,48.10,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,49.30,NA,NA,0.01,36.03,41.49,40.82,40.45,40.89,37.00,NA,49.30,NA,NA,41.13,41.60,37.10,864000
1780031553,36.4,43.40,47.30,45.70,44.60,45.70,46.10,45.70,44.90,43.80,50.10,48.90,49.30,47.30,43.80,44.20,43.40,43.00,47.30,44.60,43.40,43.40,43.00,44.20,46.90,44.20,44.20,45.30,45.30,44.90,44.90,44.60,45.70,45.30,45.30,47.30,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.18,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.70,NA,NA,0.01,35.37,40.89,40.35,39.45,40.15,37.00,NA,48.10,NA,NA,41.10,41.60,37.10,864000
1780031568,36.4,46.10,49.70,48.10,47.70,48.90,48.90,47.70,47.70,46.10,52.50,54.50,54.10,52.10,46.10,46.50,45.00,44.60,52.10,46.10,45.00,44.60,43.80,45.30,48.90,46.10,45.70,47.70,46.50,46.10,46.10,45.70,46.90,47.30,46.50,47.70,46.50,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,39.55,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.50,NA,NA,0.01,35.73,40.28,40.65,39.78,40.01,37.00,NA,46.90,NA,NA,41.17,41.80,37.10,864000
1780031583,37.1,44.60,48.90,47.30,45.70,46.90,47.30,45.70,46.10,44.60,52.50,53.30,53.70,50.50,45.00,45.30,43.00,43.80,52.10,45.00,43.40,43.40,42.60,44.20,48.10,44.60,45.30,45.70,45.30,45.30,44.90,44.60,45.70,45.30,45.30,47.30,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,35.43,41.09,40.52,39.95,40.35,37.00,NA,48.90,NA,NA,41.10,41.80,37.10,864000
1780031599,37.1,44.90,48.10,46.90,45.70,46.10,47.30,45.70,46.10,45.00,50.10,50.10,50.50,48.50,45.00,45.70,43.40,44.20,48.90,45.00,44.20,44.20,43.40,44.20,46.10,44.20,44.60,45.70,45.70,45.30,45.30,44.90,45.30,45.70,45.70,45.70,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,39.38,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.70,NA,NA,0.01,35.56,40.05,40.48,39.65,39.65,37.00,NA,46.50,NA,NA,41.18,41.60,37.20,864000
1780031611,37.1,44.60,48.90,47.70,46.10,46.90,47.70,46.90,46.90,45.30,52.10,53.30,53.30,50.90,45.70,46.10,44.20,44.60,51.70,46.10,44.20,44.20,43.40,45.00,48.90,45.00,45.30,46.90,46.10,45.70,45.30,44.90,46.50,46.50,46.10,47.70,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,35.97,40.82,40.82,40.22,40.82,37.00,NA,49.30,NA,NA,41.20,41.60,37.20,864000
1780031628,37.1,44.20,47.30,46.10,44.60,44.90,45.70,45.30,45.30,44.60,48.50,50.50,50.90,48.50,44.20,45.00,43.40,43.40,48.90,44.60,43.80,43.40,43.00,44.20,46.10,43.80,44.60,44.90,44.90,44.90,44.60,44.20,45.30,45.30,44.60,46.10,45.30,16.77,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.14,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.01,35.50,40.11,40.52,39.48,40.28,37.00,NA,48.50,NA,NA,41.20,41.30,37.20,864000
1780031643,37.1,46.10,50.50,48.90,46.90,47.70,48.50,47.30,46.90,45.70,52.90,53.30,54.50,51.30,45.70,46.50,43.80,44.60,51.30,46.10,45.00,44.60,43.80,45.00,48.90,46.10,46.10,46.90,46.50,45.70,45.70,45.70,46.90,46.90,46.50,48.90,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.10,-273.00,39.55,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.01,36.00,40.28,40.95,39.95,40.48,37.00,NA,47.30,NA,NA,41.28,41.30,37.20,864000
1780031659,37.1,44.60,49.30,47.70,45.70,46.90,46.90,46.10,46.10,44.60,52.90,52.50,52.90,50.90,45.00,45.30,43.40,43.80,51.70,45.30,43.80,43.00,42.60,43.80,47.70,44.20,45.00,46.10,45.30,44.90,44.90,44.60,45.70,45.70,45.30,46.90,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.01,35.56,40.72,40.45,39.88,40.38,37.00,NA,48.10,NA,NA,41.22,41.10,37.20,864000
1780031676,37.1,44.90,48.10,46.90,45.70,46.10,46.90,45.70,46.10,45.00,50.50,49.70,50.10,48.50,45.30,45.30,44.20,44.60,48.50,45.00,44.20,44.20,43.40,44.20,46.90,44.20,45.30,45.70,45.70,45.30,44.90,45.30,45.70,45.70,45.30,46.10,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,39.24,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.50,NA,NA,0.01,35.67,39.91,40.52,39.58,39.75,37.00,NA,46.50,NA,NA,41.29,41.10,37.20,864000
1780031688,37.1,44.90,49.30,47.70,46.50,46.90,47.70,46.50,46.50,45.00,52.90,54.50,53.30,51.30,45.00,45.30,43.80,43.40,51.30,45.30,44.60,44.20,43.40,44.60,48.90,45.00,45.30,46.50,45.70,45.70,45.30,44.90,46.50,46.10,45.70,48.10,46.50,16.77,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,36.00,41.19,40.85,40.22,40.65,37.00,NA,48.90,NA,NA,41.29,41.50,37.30,864000
1780031705,37.1,44.60,47.70,46.10,44.90,45.70,46.10,45.70,45.70,44.60,50.50,49.30,50.10,48.10,44.60,45.00,43.80,43.80,48.10,44.60,43.80,43.80,43.40,44.20,46.50,44.60,44.20,45.70,45.70,44.60,45.30,44.20,45.30,46.10,44.90,45.70,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.08,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.67,40.62,40.59,39.58,40.18,37.00,NA,48.50,NA,NA,41.29,41.50,37.30,864000
